REGIÓN,METROPOLITANA,DISTRITO,ESTACIÓN,BARRIO,ZONA,NRO INTEGRANTES,ESTADO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,FRANCISCO CESAR,URBANA,16,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,MANANTIAL,URBANA,29,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,NOVALITO,URBANA,28,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,DON CARMELO,URBANA,30,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,LOS CACIQUES,URBANA,32,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA AGUACHICA,LAS AMERICAS,URBANA,9,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,12 DE OCTUBRE,URBANA,28,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,FUNDADORES,URBANA,53,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA BECERRIL,VILLA LUZ,RURAL,21,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,BELLA VISTA,URBANA,38,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PAILITAS,EL JARDIN,URBANA,17,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,MANUELITA,URBANA,24,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,ENRIQUE PUPO,URBANA,48,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA MANAURE,SAN FRANCISCO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,25 DE DICIEMBRE,URBANA,5,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA MANAURE,SAN FRANCISCO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,GUATAPURI,URBANA,16,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA PUEBLO BELLO,LAS FLORES,URBANA,20,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA PUEBLO BELLO,ARIGUANI,URBANA,19,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA SAN DIEGO,ALTOS DE SAN FELIPE,URBANA,14,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA SAN DIEGO,CENTRO,URBANA,14,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA LA PAZ,CENTRO,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CURUMANI,CENTRO,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CURUMANI,PARAISO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PAILITAS,CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PAILITAS,LUCERNA,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA AGUACHICA,VILLA CAMPESTRE,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GAMARRA,SAN ANTONIO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GONZALEZ,LA VILLA,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA LA GLORIA,PANTANO DE VARGAS,URBANA,17,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA SAN MARTIN,VILLA MARCELA,URBANA,19,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA BECERRIL,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA BECERRIL,IDEMA,URBANA,14,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA LA JAGUA DE IBIRICO,PRINCIPAL,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA LA JAGUA DE IBIRICO,URBANIZACION,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA CODAZZI,CENTRO,URBANA,14,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA CODAZZI,EL INSTITUTO,URBANA,13,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA LA PAZ,SAN FRANCISCO DE ASIS,URBANA,13,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE  POLICIA SAN ALBERTO,ALTOS DEL PROGRESO,URBANA,18,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA RIO DE ORO,TRES DE MAYO,URBANA,20,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PELAYA,LAS AMERICAS,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PELAYA,LAS FLOREZ,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CHIRIGUANA,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CHIRIGUANA,CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,CICERON MAESTRE,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL COPEY,EL SENA,URBANA,20,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GONZALEZ,PALOMAR,URBANA,11,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GAMARRA,EL COMERCIO,URBANA,14,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA AGUACHICA,OLAYA HERRERA,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA CHIMICHAGUA,VILLA ESTHER,URBANA,14,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA BOSCONIA,EL CARMEN,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA  ASTREA,EL PARAISO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA  ASTREA,CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL PASO,CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL PASO,CALLE PRINCIPAL,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA BOSCONIA,EL CARMEN,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA CHIMICHAGUA,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA LA GLORIA,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA SAN MARTIN,CENTRO,URBANA,14,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE  POLICIA SAN ALBERTO,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA RIO DE ORO,COMERCIO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,25 DE DICIEMBRE,URBANA,13,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA TAMALAMEQUE,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA TAMALAMEQUE,NUEVA GRANADA,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL COPEY,SAN ROQUE,URBANA,13,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA AGUACHICA,OLAYA HERRERA,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GAMARRA,COMERCIO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GONZALEZ,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA RIO DE ORO,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA LA GLORIA,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE  POLICIA SAN ALBERTO,CENTRO,URBANA,8,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA SAN MARTIN,CENTRO,URBANA,17,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PAILITAS,TORCOROMA,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CURUMANI,CENTRO,URBANA,7,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CHIRIGUANA,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA TAMALAMEQUE,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PELAYA,SAN BERNARDO,URBANA,8,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA BOSCONIA,SAN JUAN BOSCO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL COPEY,CENTRO,URBANA,11,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL PASO,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA CHIMICHAGUA,CENTRO,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA  ASTREA,CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA BECERRIL,DIVINO NIÑO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA CODAZZI,BARBOSA,URBANA,18,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA LA JAGUA DE IBIRICO,LA YE,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA LA PAZ,CENTRO,URBANA,11,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA MANAURE,SAN FRANCISCO,URBANA,6,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA SAN DIEGO,21 DE ENERO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA PUEBLO BELLO,CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,GAITAN,URBANA,16,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA AGUACHICA,VEREDA,RURAL,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GAMARRA,EL CABLE,URBANA,8,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA LA GLORIA,LA PESQUERA,URBANA,18,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA SAN MARTIN,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE  POLICIA SAN ALBERTO,LA MARINA,URBANA,11,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA RIO DE ORO,CENTRO,URBANA,20,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA GONZALEZ,CRISTO REY,URBANA,8,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA BOSCONIA,NUEVA ESPERANZA,URBANA,4,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA CHIMICHAGUA,PRINCIPAL,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA  ASTREA,SIMON BOLIVAR,URBANA,6,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL COPEY,13 DE MAYO,URBANA,6,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO ESPECIAL DE POLICIA BOSCONIA,ESTACION DE POLICIA EL PASO,CENTRO,URBANA,6,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA BECERRIL,SANTO TOMAS,URBANA,11,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA LA JAGUA DE IBIRICO,CENTRO,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA CODAZZI,CARMEN,URBANA,18,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CURUMANI,ALTO PRADO,URBANA,9,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CHIRIGUANA,CENTRO,URBANA,5,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PELAYA,2 DE FEBRERO,URBANA,6,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA TAMALAMEQUE,FUNDACIONES,URBANA,21,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA PAILITAS,TORCOROMA,URBANA,15,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA SAN DIEGO,21 DE ENERO,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA PUEBLO BELLO,SOTOMAYOR,URBANA,21,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA LA PAZ,LAS DELICIAS,URBANA,13,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,SAN JUAQUIN,URBANA,16,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA MANAURE,LA GUAJIRA,URBANA,8,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA EL COPEY,PRIMAVERA,RURAL,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA CURUMANI,VEREDA,RURAL,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO TRES DE POLICIA CODAZZI,ESTACION DE POLICIA LA JAGUA DE IBIRICO,BOQUERON,RURAL,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,VEREDA,RURAL,11,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,VEREDA,RURAL,8,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,VEREDA,RURAL,8,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA AGUACHICA,CENTRO,,13,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,VDA.  LOS CAUCHOS,RURAL,10,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,VEREDA,RURAL,11,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,VEREDA,RURAL,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA PUEBLO BELLO,SOTOMAYOR,URBANA,21,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO CUATRO DE POLICIA CURUMANI,ESTACION DE POLICIA TAMALAMEQUE,LOS MACHINES,URBANA,18,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA SAN DIEGO,VILLA LIBIA,URBANA,12,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO DOS DE POLICIA AGUACHICA,ESTACION DE POLICIA SAN MARTIN,BUENOS AIRES,URBANA,20,ACTIVO
REGION DE POLICIA No. OCHO,DEPARTAMENTO DE POLICIA CESAR,DISTRITO UNO DE POLICIA CESAR,ESTACION DE POLICIA VALLEDUPAR,,RURAL,12,ACTIVO
